Название,Ссылка,shit,crap,Рейтинг,Смотрящих,Аудитория,Сезонов,Год,dell
Рождение мафии  The Making of The Mob,https://myshows.me/view/42773/,['catalogTableSubHeader'],,"['stars', '_4']",3 567,0.51%,2,2015,
Тайны и ложь  Secrets and Lies,https://myshows.me/view/37135/,['catalogTableSubHeader'],,"['stars', '_4']",3 494,0.5%,2,2015,
Возвращённые  The Returned,https://myshows.me/view/34514/,['catalogTableSubHeader'],,"['stars', '_4']",3 216,0.46%,1,2015,
Самозванец  Impastor,https://myshows.me/view/43381/,['catalogTableSubHeader'],,"['stars', '_4']",3 115,0.44%,2,2015,
Странная парочка  The Odd Couple,https://myshows.me/view/39770/,['catalogTableSubHeader'],,"['stars', '_3']",3 108,0.44%,3,2015,
Пощечина  The Slap,https://myshows.me/view/42196/,['catalogTableSubHeader'],,"['stars', '_4']",3 085,0.44%,1,2015,
Типа счастье  Happyish,https://myshows.me/view/36513/,['catalogTableSubHeader'],,"['stars', '_4']",2 937,0.42%,1,2015,
Без обязательств  Casual,https://myshows.me/view/44321/,['catalogTableSubHeader'],,"['stars', '_4']",2 892,0.41%,4,2015,
Жизнь в деталях  Life in Pieces,https://myshows.me/view/43547/,['catalogTableSubHeader'],,"['stars', '_4']",2 834,0.4%,4,2015,
Жаркое американское лето: Первый день лагеря  Wet Hot American Summer: First Day of Camp,https://myshows.me/view/42377/,['catalogTableSubHeader'],,"['stars', '_3']",2 822,0.4%,1,2015,
Бойтесь ходячих мертвецов: Рейс 462  Fear the Walking Dead: Flight 462,https://myshows.me/view/48798/,['catalogTableSubHeader'],,"['stars', '_4']",2 740,0.39%,1,2015,
Стражи Галактики  Marvel's Guardians of the Galaxy,https://myshows.me/view/43829/,['catalogTableSubHeader'],,"['stars', '_4']",2 719,0.39%,3,2015,
Виксен  Vixen,https://myshows.me/view/43895/,['catalogTableSubHeader'],,"['stars', '_4']",2 685,0.38%,2,2015,
Тут  Tut,https://myshows.me/view/42917/,['catalogTableSubHeader'],,"['stars', '_4']",2 637,0.37%,1,2015,
Конмэн  Con Man,https://myshows.me/view/44370/,['catalogTableSubHeader'],,"['stars', '_4']",2 538,0.36%,2,2015,
"Секс, наркотики и рок-н-ролл  Sex&Drugs&Rock&Roll",https://myshows.me/view/42754/,['catalogTableSubHeader'],,"['stars', '_4']",2 520,0.36%,2,2015,
CSI: Киберпространство  CSI: Cyber,https://myshows.me/view/38144/,['catalogTableSubHeader'],,"['stars', '_4']",2 493,0.35%,2,2015,
Раскопки  Dig,https://myshows.me/view/38914/,['catalogTableSubHeader'],,"['stars', '_3']",2 305,0.33%,1,2015,
Кровь и нефть  Blood & Oil,https://myshows.me/view/43566/,['catalogTableSubHeader'],,"['stars', '_3']",2 272,0.32%,1,2015,
Палач  The Bastard Executioner,https://myshows.me/view/44135/,['catalogTableSubHeader'],,"['stars', '_3']",2 270,0.32%,1,2015,
Гнилые времена  Another Period,https://myshows.me/view/42935/,['catalogTableSubHeader'],,"['stars', '_4']",2 256,0.32%,3,2015,
Дедушка поневоле  Grandfathered,https://myshows.me/view/43809/,['catalogTableSubHeader'],,"['stars', '_4']",2 139,0.3%,1,2015,
Игрок  The Player,https://myshows.me/view/43703/,['catalogTableSubHeader'],,"['stars', '_4']",2 110,0.3%,1,2015,
Покажите мне героя  Show Me a Hero,https://myshows.me/view/44042/,['catalogTableSubHeader'],,"['stars', '_4']",2 089,0.3%,1,2015,
Американское преступление  American Crime,https://myshows.me/view/39584/,['catalogTableSubHeader'],,"['stars', '_4']",2 035,0.29%,3,2015,
Тайны миллиардера  The Jinx: The Life and Deaths of Robert Durst,https://myshows.me/view/42112/,['catalogTableSubHeader'],,"['stars', '_4']",1 957,0.28%,1,2015,
Зельда: Начало Всего  Z: The Beginning of Everything,https://myshows.me/view/49122/,['catalogTableSubHeader'],,"['stars', '_4']",1 927,0.27%,1,2015,
Кей Си. Под прикрытием  K.C. Undercover,https://myshows.me/view/41712/,['catalogTableSubHeader'],,"['stars', '_4']",1 910,0.27%,3,2015,
К югу от ада  South of Hell,https://myshows.me/view/44314/,['catalogTableSubHeader'],,"['stars', '_3']",1 871,0.27%,1,2015,
Взгляд в прошлое  Hindsight,https://myshows.me/view/39620/,['catalogTableSubHeader'],,"['stars', '_4']",1 816,0.26%,1,2015,
Бешеные псы (2015)  Mad Dogs,https://myshows.me/view/41876/,['catalogTableSubHeader'],,"['stars', '_4']",1 689,0.24%,1,2015,
Американская одиссея  American Odyssey,https://myshows.me/view/40107/,['catalogTableSubHeader'],,"['stars', '_4']",1 654,0.23%,1,2015,
Дробилка  The Grinder,https://myshows.me/view/43753/,['catalogTableSubHeader'],,"['stars', '_3']",1 647,0.23%,1,2015,
Образцовые бунтарки  Good Girls Revolt,https://myshows.me/view/45539/,['catalogTableSubHeader'],,"['stars', '_4']",1 643,0.23%,1,2015,
Важная мама  Significant Mother,https://myshows.me/view/42802/,['catalogTableSubHeader'],,"['stars', '_3']",1 580,0.22%,1,2015,
Теленовелла  Telenovela,https://myshows.me/view/45155/,['catalogTableSubHeader'],,"['stars', '_4']",1 545,0.22%,1,2015,
Оккупированные  Okkupert,https://myshows.me/view/44431/,['catalogTableSubHeader'],,"['stars', '_4']",1 520,0.22%,3,2015,
Хроники Лиззи Борден  The Lizzie Borden Chronicles,https://myshows.me/view/42136/,['catalogTableSubHeader'],,"['stars', '_4']",1 505,0.21%,1,2015,
Вместе  Togetherness,https://myshows.me/view/39423/,['catalogTableSubHeader'],,"['stars', '_3']",1 405,0.2%,2,2015,
Осадок  Residue,https://myshows.me/view/42708/,['catalogTableSubHeader'],,"['stars', '_3']",1 372,0.19%,1,2015,
Восстание Техаса  Texas Rising,https://myshows.me/view/41828/,['catalogTableSubHeader'],,"['stars', '_3']",1 343,0.19%,1,2015,
Доказательство  Proof,https://myshows.me/view/42693/,['catalogTableSubHeader'],,"['stars', '_3']",1 289,0.18%,1,2015,
Общественная мораль  Public Morals,https://myshows.me/view/42692/,['catalogTableSubHeader'],,"['stars', '_4']",1 276,0.18%,1,2015,
Блант говорит  Blunt Talk,https://myshows.me/view/43167/,['catalogTableSubHeader'],,"['stars', '_3']",1 249,0.18%,2,2015,
Сыны свободы  Sons of Liberty,https://myshows.me/view/39585/,['catalogTableSubHeader'],,"['stars', '_4']",1 249,0.18%,1,2015,
Билли и Билли  Billy & Billie,https://myshows.me/view/42163/,['catalogTableSubHeader'],,"['stars', '_4']",1 097,0.16%,1,2015,
Странные одиночки  Weird Loners,https://myshows.me/view/37414/,['catalogTableSubHeader'],,"['stars', '_3']",1 079,0.15%,1,2015,
Доктор Кен  Dr. Ken,https://myshows.me/view/43556/,['catalogTableSubHeader'],,"['stars', '_3']",1 032,0.15%,2,2015,
Одно большое счастье  One Big Happy,https://myshows.me/view/39864/,['catalogTableSubHeader'],,"['stars', '_3']",936,0.13%,1,2015,
Олимп  Olympus,https://myshows.me/view/42551/,['catalogTableSubHeader'],,"['stars', '_3']",873,0.12%,1,2015,
Приключения Кота в сапогах  The Adventures of Puss in Boots,https://myshows.me/view/41687/,['catalogTableSubHeader'],,"['stars', '_3']",806,0.11%,6,2015,
Больше чем искусство  The Art of More,https://myshows.me/view/44129/,['catalogTableSubHeader'],,"['stars', '_3']",767,0.11%,2,2015,
Агент Икс  Agent X,https://myshows.me/view/44375/,['catalogTableSubHeader'],,"['stars', '_3']",763,0.11%,1,2015,
Святые и незнакомцы  Saints & Strangers,https://myshows.me/view/44723/,['catalogTableSubHeader'],,"['stars', '_4']",742,0.11%,1,2015,
Сложности  Complications,https://myshows.me/view/42737/,['catalogTableSubHeader'],,"['stars', '_3']",712,0.1%,1,2015,
Что живёт внутри  What Lives Inside,https://myshows.me/view/43531/,['catalogTableSubHeader'],,"['stars', '_4']",678,0.1%,1,2015,
Мистер Робинсон  Mr. Robinson,https://myshows.me/view/42691/,['catalogTableSubHeader'],,"['stars', '_3']",644,0.09%,1,2015,
Маппеты  The Muppets,https://myshows.me/view/43634/,['catalogTableSubHeader'],,"['stars', '_4']",594,0.08%,1,2015,
Майор Лазер	  Major Lazer,https://myshows.me/view/42857/,['catalogTableSubHeader'],,"['stars', '_4']",573,0.08%,1,2015,
Тайная жизнь Мэрилин Монро  The Secret Life of Marilyn Monroe,https://myshows.me/view/42865/,['catalogTableSubHeader'],,"['stars', '_4']",572,0.08%,1,2015,
Лига справедливости: Xроники богов и монстров  Justice League: Gods and Monsters Chronicles,https://myshows.me/view/43600/,['catalogTableSubHeader'],,"['stars', '_4']",566,0.08%,1,2015,
Кевин с работы  Kevin from Work,https://myshows.me/view/44085/,['catalogTableSubHeader'],,"['stars', '_3']",536,0.08%,1,2015,
Парикмахерская  Clipped,https://myshows.me/view/43544/,['catalogTableSubHeader'],,"['stars', '_3']",531,0.08%,1,2015,
Сложные люди  Difficult People,https://myshows.me/view/43489/,['catalogTableSubHeader'],,"['stars', '_4']",471,0.07%,3,2015,
Другой космос  Other Space,https://myshows.me/view/42807/,['catalogTableSubHeader'],,"['stars', '_4']",462,0.07%,1,2015,
Преданность  Allegiance,https://myshows.me/view/37807/,['catalogTableSubHeader'],,"['stars', '_3']",458,0.06%,1,2015,
Лучшие друзья навсегда  Best Friends Whenever,https://myshows.me/view/43787/,['catalogTableSubHeader'],,"['stars', '_4']",415,0.06%,2,2015,
Люди говорят  Truth Be Told,https://myshows.me/view/43716/,['catalogTableSubHeader'],,"['stars', '_3']",407,0.06%,1,2015,
Наша эра. Продолжение Библии  A.D. The Bible Continues,https://myshows.me/view/37532/,['catalogTableSubHeader'],,"['stars', '_4']",385,0.05%,1,2015,
Неправильная мама   Odd Mom Out,https://myshows.me/view/43284/,['catalogTableSubHeader'],,"['stars', '_4']",373,0.05%,3,2015,
Комедианты  The Comedians,https://myshows.me/view/41951/,['catalogTableSubHeader'],,"['stars', '_3']",364,0.05%,1,2015,
Виртуальный секс  Sex On//,https://myshows.me/view/44056/,['catalogTableSubHeader'],,"['stars', '_3']",360,0.05%,1,2015,
Викинги: Дневник Ательстана  Vikings: Athelstan's Journal,https://myshows.me/view/49785/,['catalogTableSubHeader'],,"['stars', '_4']",345,0.05%,1,2015,
Семейка Крудс. Начало  Dawn of the Croods,https://myshows.me/view/45427/,['catalogTableSubHeader'],,"['stars', '_4']",314,0.04%,4,2015,
Игроделы  Game Shakers,https://myshows.me/view/44700/,['catalogTableSubHeader'],,"['stars', '_4']",311,0.04%,3,2015,
Возвращение в Миссисипи  One Mississippi,https://myshows.me/view/48011/,['catalogTableSubHeader'],,"['stars', '_3']",310,0.04%,2,2015,
Академия Ведьм  WITS Academy,https://myshows.me/view/44543/,['catalogTableSubHeader'],,"['stars', '_4']",309,0.04%,1,2015,
Белла и Бульдоги  Bella and the Bulldogs,https://myshows.me/view/42256/,['catalogTableSubHeader'],,"['stars', '_4']",306,0.04%,2,2015,
7 дней в аду  7 Days in Hell,https://myshows.me/view/44062/,['catalogTableSubHeader'],,"['stars', '_4']",301,0.04%,1,2015,
Рассол и арахис  Pickle and Peanut,https://myshows.me/view/44396/,['catalogTableSubHeader'],,"['stars', '_4']",288,0.04%,2,2015,
Реальный Роб  Real Rob,https://myshows.me/view/45293/,['catalogTableSubHeader'],,"['stars', '_3']",288,0.04%,2,2015,
С Бобом и Дэвидом  With Bob & David,https://myshows.me/view/44800/,['catalogTableSubHeader'],,"['stars', '_3']",272,0.04%,1,2015,
Казанова  Casanova,https://myshows.me/view/44064/,['catalogTableSubHeader'],,"['stars', '_3']",245,0.03%,1,2015,
Драконы: Гонка на грани  DreamWorks Dragons: Race to the Edge,https://myshows.me/view/52661/,['catalogTableSubHeader'],,"['stars', '_4']",243,0.03%,6,2015,
Наследники: Злодейский мир  Descendants: Wicked World,https://myshows.me/view/44539/,['catalogTableSubHeader'],,"['stars', '_4']",231,0.03%,2,2015,
American Russians  ,https://myshows.me/view/45408/,['catalogTableSubHeader'],,"['stars', '_4']",230,0.03%,1,2015,
Трофеи перед смертью  The Spoils Before Dying,https://myshows.me/view/43804/,['catalogTableSubHeader'],,"['stars', '_3']",218,0.03%,1,2015,
Да здравствует Королевская семья  Long Live the Royals,https://myshows.me/view/45359/,['catalogTableSubHeader'],,"['stars', '_4']",202,0.03%,1,2015,
ЛЕГО Звездные войны: Истории дроидов  LEGO Star Wars: Droid Tales,https://myshows.me/view/43754/,['catalogTableSubHeader'],,"['stars', '_4']",201,0.03%,1,2015,
Дневник геймера  Gamer's Guide to Pretty Much Everything,https://myshows.me/view/44087/,['catalogTableSubHeader'],,"['stars', '_4']",200,0.03%,2,2015,
Отчаянные герои: Сумасбродная гонка  Total Drama The Ridonculous Race,https://myshows.me/view/45006/,['catalogTableSubHeader'],,"['stars', '_4']",197,0.03%,1,2015,
Мэйк ит Поп  Make It Pop,https://myshows.me/view/42710/,['catalogTableSubHeader'],,"['stars', '_4']",197,0.03%,2,2015,
Кровные узы	  Ties That Bind,https://myshows.me/view/44188/,['catalogTableSubHeader'],,"['stars', '_3']",185,0.03%,1,2015,
Трансформеры: Роботы под прикрытием  Transformers: Robots in Disguise,https://myshows.me/view/42317/,['catalogTableSubHeader'],,"['stars', '_4']",175,0.02%,4,2015,
Разыскиваются горячие девушки  Hot Girls Wanted,https://myshows.me/view/43386/,['catalogTableSubHeader'],,"['stars', '_3']",170,0.02%,1,2015,
Шоу Джима Гэффигана  The Jim Gaffigan Show,https://myshows.me/view/43527/,['catalogTableSubHeader'],,"['stars', '_4']",170,0.02%,2,2015,
"Неоновый Джо: Охотник на оборотней  Neon Joe, Werewolf Hunter",https://myshows.me/view/45322/,['catalogTableSubHeader'],,"['stars', '_3']",169,0.02%,2,2015,
Нил Патрик Харрис  Best Time Ever with Neil Patrick Harris,https://myshows.me/view/43768/,['catalogTableSubHeader'],,"['stars', '_4']",155,0.02%,1,2015,
Клуб Воронов  Club de Cuervos,https://myshows.me/view/44180/,['catalogTableSubHeader'],,"['stars', '_4']",150,0.02%,4,2015,
DC Девчонки-Супергерои	  DC Super Hero Girls,https://myshows.me/view/49139/,['catalogTableSubHeader'],,"['stars', '_3']",149,0.02%,5,2015,
Дуботрясы  Benders,https://myshows.me/view/44392/,['catalogTableSubHeader'],,"['stars', '_2']",142,0.02%,1,2015,
Инспектор Гаджет  Inspector Gadget,https://myshows.me/view/42625/,['catalogTableSubHeader'],,"['stars', '_4']",141,0.02%,4,2015,
Безграничный Бэтмен  Batman Unlimited,https://myshows.me/view/48108/,['catalogTableSubHeader'],,"['stars', '_4']",131,0.02%,2,2015,
Шоу Кармайкла  The Carmichael Show,https://myshows.me/view/43323/,['catalogTableSubHeader'],,"['stars', '_4']",125,0.02%,3,2015,
Герои: Возрождение. Тёмные Материи  Heroes Reborn: Dark Matters,https://myshows.me/view/53288/,['catalogTableSubHeader'],,"['stars', '_3']",121,0.02%,1,2015,
Донни!  Donny!,https://myshows.me/view/44718/,['catalogTableSubHeader'],,"['stars', '_3']",121,0.02%,1,2015,
Окраина  Edge,https://myshows.me/view/45429/,['catalogTableSubHeader'],,"['stars', '_4']",119,0.02%,1,2015,
ВОДИТЛИ  :Dryvrs,https://myshows.me/view/45571/,['catalogTableSubHeader'],,"['stars', '_3']",116,0.02%,1,2015,
Я Кейт  I Am Cait,https://myshows.me/view/43748/,['catalogTableSubHeader'],,"['stars', '_3']",111,0.02%,2,2015,
Мозг с Дэвидом Иглменом  The Brain with David Eagleman,https://myshows.me/view/45231/,['catalogTableSubHeader'],,"['stars', '_4']",109,0.02%,1,2015,
ЛЕГО Супергерои Марвел: Мстители снова вместе  LEGO Marvel Super Heroes: Avengers Reassembled,https://myshows.me/view/48001/,['catalogTableSubHeader'],,"['stars', '_4']",106,0.02%,2,2015,
"Она испекла убийство  Murder, She Baked",https://myshows.me/view/48088/,['catalogTableSubHeader'],,"['stars', '_4']",100,0.01%,2,2015,
Открытое сердце  Open Heart,https://myshows.me/view/39811/,['catalogTableSubHeader'],,"['stars', '_3']",96,0.01%,1,2015,
Твоя семья или моя  Your Family or Mine,https://myshows.me/view/42629/,['catalogTableSubHeader'],,"['stars', '_3']",93,0.01%,1,2015,
Святые из Вегаса  Sin City Saints,https://myshows.me/view/42473/,['catalogTableSubHeader'],,"['stars', '_3']",93,0.01%,1,2015,
Отель Оскара для фантастических существ  Oscar's Hotel for Fantastical Creatures,https://myshows.me/view/45294/,['catalogTableSubHeader'],,"['stars', '_5']",93,0.01%,1,2015,
Воспоминание  Anamnesis,https://myshows.me/view/49731/,['catalogTableSubHeader'],,"['stars', '_3']",92,0.01%,1,2015,
Хранители голубей  The Dovekeepers,https://myshows.me/view/42130/,['catalogTableSubHeader'],,"['stars', '_4']",90,0.01%,1,2015,
Мир мужчин  Man's World,https://myshows.me/view/60894/,['catalogTableSubHeader'],,"['stars', '_4']",87,0.01%,1,2015,
Талия на кухне  Talia in the Kitchen,https://myshows.me/view/43843/,['catalogTableSubHeader'],,"['stars', '_3']",85,0.01%,1,2015,
Halo: Падение предела  Halo: The Fall of Reach,https://myshows.me/view/45368/,['catalogTableSubHeader'],,"['stars', '_3']",83,0.01%,1,2015,
Затерянные в стране Оз  Lost in Oz,https://myshows.me/view/52237/,['catalogTableSubHeader'],,"['stars', '_4']",82,0.01%,2,2015,
Беар Гриллс: Испытание страхом  Bear Grylls: Breaking Point,https://myshows.me/view/42578/,['catalogTableSubHeader'],,"['stars', '_4']",82,0.01%,1,2015,
